level_0	hhid07	pid07	panel	tk01	tk02	tk03	tk04	tk01a	tk01b	tk01c	tk01d	tk25a9x	age	marstat	sex	link	hhsize	nonfood	food	total	kabid	nmkab2014	pce	sc05	sc21x	ar02b_07	hhid00	pid00	dl06	dl05a	dl07a	dl30	dl42	index	dl2type	dl16j	dl10	dl16c2	dl16e	dl11d	dl11e	dl11f	sw01	sw03b	kk01	kk02a	kk02c	nonfood00	food00	total00	pce00	change
240	0031100	4	3	1				1	3	1	3		17	1	1	003110004	5	229914.09	204756.47	434670.56	1277	PADANGSIDIMPUAN	434670.56	2	11	3	0031100	4	3	6	3	3		79	2	20	3	3	23.1			2005	4	2	3	0	4	47853.237	100045.53	147898.77	147898.79	286771.79
244	0031400	7	3										20	2	1		9	89526.941	152140.08	241667.02	1277	PADANGSIDIMPUAN	209635.17	2	11	3	0031400	7																				38539.227	72687.354	111226.58	111226.58	130440.44
248	0031400	8	3										18	1	3		9	89526.941	152140.08	241667.02	1277	PADANGSIDIMPUAN	209635.17	2	11	3	0031400	8																				38539.227	72687.354	111226.58	111226.58	130440.44
252	0031400	14	3										21	2	3		9	89526.941	152140.08	241667.02	1277	PADANGSIDIMPUAN	209635.17	2	11	9	0031400																					38539.227	72687.354	111226.58	111226.58	130440.44
256	0031500	3	3	4	1			1	3	1	3		21	1	3	003150003	7	60891.565	201581.46	262473.02	1277	PADANGSIDIMPUAN	262473.02	2	11	3	0031500	3	73	7	3	3		91	2	15	73	15	95			2003	4	3	2	0	2	98178.507	225461.89	323640.41	323640.37	-61167.384
260	0031800	5	3	4	3	3	3	3	3	1	3		22	1	3	003180005	3	1270763.7	362348.89	1633112.6	1277	PADANGSIDIMPUAN	1203817.8	2	11	3	0031800	5	5	7	3	3		99	3	20	5	10	70.52			2003	3	2	2	0	2	82744.593	278317.71	361062.32	361062.32	1272050.2
264	0031800	7	3	3	3	3	3	3	1	3	3		16	1	1	003180007	3	1270763.7	362348.89	1633112.6	1277	PADANGSIDIMPUAN	1203817.8	2	11	3	0031800	7	6	5	1	1	1	102	3	20	6			6			3	2	2	0	2	82744.593	278317.71	361062.32	361062.32	1272050.2
268	0032000	8	3	3	3	3	3	3	1	3	3		16	1	1	003200008	6	456638.9	270661.42	727300.32	1277	PADANGSIDIMPUAN	507779.29	2	11	10	0032000	8	5	7	1	1	3	114	3	15	5			6			2	2	3	0	4	256599.2	386361.13	642960.33	600025.1	84339.985
272	0032400	9	3	95	3	3	3	3	3	3	3		18	1	1	003240009	9	198221.26	324818.15	523039.41	1277	PADANGSIDIMPUAN		2	11	10	0032400		5	7	3	3		117	3	8	5			3	K	2007	2	1	2	0	3	289032.02	525175.64	814207.7	814207.7	-291168.29
276	0032400	10	3	3	3	3	3	3	1	3	3		16	1	3	003240010	9	198221.26	324818.15	523039.41	1277	PADANGSIDIMPUAN		2	11	10	0032400		5	7	1	1	1	120	3	10	5			6			2	2	2	0	4	289032.02	525175.64	814207.7	814207.7	-291168.29
280	0032500	6	3	3	3	3	3	3	1	3	3		16	1	3	003250006	9	180377.47	213240.61	393618.08	1277	PADANGSIDIMPUAN	393618.09	2	11	3	0032500	6	74	6	1	1	3	123	3	30	74			6			3	1	2	0	3	37953.05	230076.97	268030.02	264015.28	125588.06
284	0032600	4	1	1				1	3	3	3		22	1	1	003260004	5	540688.07	358131.27	898819.34	1277	PADANGSIDIMPUAN	813761.58	2	11	3	0032600	4	5	6	3	3		124	3	15	5	3				2003	3	1	2	0	3	255631.77	275889.36	531521.15	528008.27	367298.19
288	0032600	5	3	3	3	3	3	3	1	3	3		18	1	3	003260005	5	540688.07	358131.27	898819.34	1277	PADANGSIDIMPUAN	813761.58	2	11	3	0032600	5	61	5	1	1	3	128	4	30	61			6			2	1	3	7	3	255631.77	275889.36	531521.15	528008.27	367298.19
292	0032600	6	3	3	3	3	3	3	1	3	3		17	1	1	003260006	5	540688.07	358131.27	898819.34	1277	PADANGSIDIMPUAN	813761.58	2	11	3	0032600	6	6	7	1	1	3	131	3	30	6			6			3	1	2	3	4	255631.77	275889.36	531521.15	528008.27	367298.19
296	0032831	7	3	3	1			3	1	3	3		18	1	1	003280004	4	88958.89	344653.21	433612.1	1277	PADANGSIDIMPUAN		2	11	10	0032800	4	6	6	1	1	3	142	3	30	6			6			3	2	3	0	4	79635.054	135606.94	215241.99	199824.36	218370.12
300	0033000	5	1	1				1	3	3	3		23	1	1	003300005	3	53601.907	174206.2	227808.11	1277	PADANGSIDIMPUAN	227808.1	2	11	3	0033000	5	6	6	3	3		151	3	15	6			3	C	2003	3	2	3	0	3	9406.7137	174720.27	184126.98	184126.99	43681.131
304	0031341	3	3	1				1	3	3	3		21	1	1	003130003	4	149631.38	169244.86	318876.24	1275	MEDAN	318876.25	1	13	8	0031300	3	3	7	3	3		88	2	30	3	7				2002	1	2	2	0	3	39804.28	158241.33	198045.61	198045.63	120830.63
308	0042041	2	3	3	3	3	3	3	1	3	3		15	1	3	004200003	2	329732.38	108582.63	438315.01	1275	MEDAN		1	13	13	0042000	3	6	6	1	1	1	233	3	15	6			6			2	2	2	0	2	32412.943	221173	253585.94	253585.96	184729.07
310	0082942	4	3	1				1	3	3	3		20	1	3	008290008	4	117776.79	294724.28	412501.07	1275	MEDAN	412501.04	1	13	8	0082900	8	74	6	3	3		576	3	30	74	3				2006	2	2	3	2	4	63804.882	75623.553	139428.43	139428.43	273072.63
311	0111141	5	3	3	3	3	3	3	1	3	3		19	1	3	011110003	5	210410.81	234782.23	445193.04	1275	MEDAN	445193.05	1	13	13	0111100	3	60	6	1	1	3	846	4	1200	60			6			3	2	2	7	3	97695.352	213222.31	310917.67	310917.67	134275.37
312	0120300	3	3	4	3	3	3	3	3	1	3		17	1	3	012030003	4	1000277	55676.299	1055953.3	1275	MEDAN	1055953.3	1	13	3	0120300	3	5	6	1	1	3	891	3	40	5			6			3	3	2	0	3	579737.53	673700.48	1253438.1	1237667.2	-197484.76
313	0120300	3	3	4	3	3	3	3	3	1	3		17	1	3	012030003	4	1000277	55676.299	1055953.3	1275	MEDAN	1055953.3	1	13	3	0120300	3	5	6	1	1	3	891	3	40	5			6			3	3	2	0	3	549246.91	638267.99	1187514.9	1172573.5	-131561.65
314	0120900	3	3	1				1	1	3	3		21	1	1	012090003	5	783900.11	505961.82	1289861.9	1275	MEDAN	1289861.9	1	96	3	0120900	3	60	6	1	1	3	927	4	30	60			6			3	2	2	2	2	161561.1	361056.41	522617.49	497384.12	767244.43
315	0120900	4	3	1				1	3	3	3		20	1	3	012090004	5	783900.11	505961.82	1289861.9	1275	MEDAN	1289861.9	1	96	3	0120900	4	6	6	3	1	3	930	3	120	5	4	25.69			2007	3	3	2	0	2	161561.1	361056.41	522617.49	497384.12	767244.43
316	0151741	5	3	3	3	3	3	3	1	3	3		19	1	1	015170003	5	545448.73	524631.38	1070080.1	1275	MEDAN	1070080.1	1	13	13	0151700	3	61	5	1	1	3	1147	4	45	61			6			2	2	2	0	3	791636.02	847351.88	1638987.9	1284943.9	-568907.79
317	0151932	2	3	3	3	3	3	3	1	3	3		19	1	3	015190007	2	455339.64	523523.4	978863.05	1275	MEDAN	968209.38	1	96	8	0151900	7	60	6	1	1	3	1169	4	25	60			6			4	2	2	0	3	133373.09	315908.86	449281.95	403674.37	529581.1
318	0171643	3	3	3	3	3	3	3	1	3	3		18	1	3	017160012	3	1013878.2	597943.13	1611821.4	1275	MEDAN	1292210	1	13	3	0171600	12	5	7	1	1	3	1273	3	15	5			6			4	2	2	0	3	48325.224	280991.39	329316.6	326637.56	1282504.8
319	0201500	8	3	3	3	3	3	3	1	3	3		15	1	1	020150008	7	215722.44	117446.52	333168.96	1275	MEDAN	325863.55	1	13	13	0201500	8	3	8	1	1	1	1376	2	10	3			6			2	2	2	11	4	56528.406	213662.44	270190.84	258237.71	62978.12
320	0230800	3	3	3	3	3	3	3	1	3	3		15	1	3	023080003	8	279100.62	226236.9	505337.51	1275	MEDAN	505337.51	1	12	3	0230800	3	5	5	1	1	3	1508	3	25	5			6			3	1	3	3	2	884805.31	568920.84	1453726.2	1453726	-948388.67
321	0231700	6	1	1				1	1	3	3		24	1	3	023170006	6	241981.31	216795.93	458777.24	1275	MEDAN	458777.29	1	96	3	0231700	6	61	6	1	1	3	1518	4	45	61			6			4	3	3	3	3	733205.83	410407.4	1143613.3	1080529.6	-684836.03
322	0240300	5	1	1				1	3	3	3		23	2	1	024030005	6	339249.7	512905.19	852154.89	1275	MEDAN	852154.9	1	96	3	0240300	5	6	7	3	3		1520	3	20	6	11	68.48			2003	3	2	3	2	2	227655.84	365430.23	593086.05	593086.05	259068.84
323	0240300	10	3	4	3	3	3	1	3	1	3		20	2	3	024030010	6	339249.7	512905.19	852154.89	1275	MEDAN	852154.9	1	96	5	0240300		3	7	3	3		1523	2	15	3	3				2003	3	2	2	0	3	227655.84	365430.23	593086.05	593086.05	259068.84
324	0240500	3	3	4	3	3	3	3	3	1	3		21	2	3	024050003	8	183805.83	307119.88	490925.71	1275	MEDAN	485732.03	1	96	3	0240500	3	3	6	3	3		1536	2	15	3	6	29.09			2001	1	1	2	0	3	137146.57	272737.1	409883.69	409883.65	81042.017
325	0240500	4	3	1				1	3	3	3		19	1	1	024050004	8	183805.83	307119.88	490925.71	1275	MEDAN	485732.03	1	96	3	0240500	4	3	6	3	3		1538	2	30	3			3	K	2004	3	2	2	0	3	137146.57	272737.1	409883.69	409883.65	81042.017
326	0240500	5	3	1				1	3	3	3		17	1	1	024050005	8	183805.83	307119.88	490925.71	1275	MEDAN	485732.03	1	96	3	0240500	5	3	6	3	3		1540	2	30	3			3	V	2005	1	3	2	0	3	137146.57	272737.1	409883.69	409883.65	81042.017
327	0240500	6	3	4	3	3	3	3	3	1	3		15	1	1	024050006	8	183805.83	307119.88	490925.71	1275	MEDAN	485732.03	1	96	3	0240500	6	2	5	3	3		1541	1	15	2			3	E	2001	1	2	2	0	2	137146.57	272737.1	409883.69	409883.65	81042.017
328	0240500	8	3	1				1	3	3	3		24	2	1	024050008	8	183805.83	307119.88	490925.71	1275	MEDAN	485732.03	1	96	5	0240500		2	6	3	3		1542	1	10	2	5				1995	3	1	1	0	2	137146.57	272737.1	409883.69	409883.65	81042.017
329	0240600	3	3	3	1			3	1	3	3		18	1	1	024060003	6	659464.76	520753.43	1180218.2	1275	MEDAN	1180218.2	1	1	3	0240600	3	60	6	1	1	3	1546	4	30	60			6			4	3	2	0	2	2779319.6	328398.78	3107718.3	3015195.9	-1927500.1
330	0240600	4	3	3	1			1	1	3	3		15	1	1	024060004	6	659464.76	520753.43	1180218.2	1275	MEDAN	1180218.2	1	1	3	0240600	4	3	6	1	1	3	1548	2	10	3			6			3	3	2	3	2	2779319.6	328398.78	3107718.3	3015195.9	-1927500.1
331	0240600	5	3	3	1			1	1	3	3		15	1	1	024060005	6	659464.76	520753.43	1180218.2	1275	MEDAN	1180218.2	1	1	3	0240600	5	3	6	1	1	3	1550	2	10	3			6			3	2	2	0	3	2779319.6	328398.78	3107718.3	3015195.9	-1927500.1
332	0240700	4	1	1				1	3	3	3		24	1	3	024070004	7	601478.13	270269.45	871747.58	1275	MEDAN	871747.55	1	1	3	0240700	4	6	6	3	3		1555	3	15	6	9				2001	3	2	3	2	3	235897.3	322384.81	558282.12	537254.33	313465.46
333	0240700	7	3	4	3	3	1	3	3	1	1		21	2	3	024070007	7	601478.13	270269.45	871747.58	1275	MEDAN	871747.55	1	1	5	0240700		6	6	3	3		1558	3	20	6	3				2004	5	2	2	0	3	235897.3	322384.81	558282.12	537254.33	313465.46
335	0240900	9	1	4	3	3	3	3	3	3	3		23	1	3	024090009	3	142901.79	155856.7	298758.49	1275	MEDAN	298758.49	1	96	3	0240900	9	60	7	3	3		1570	4	30	60					2004	5	2	2	0	2	111713.9	102055.13	213769.04	213769.02	84989.446
336	0241100	5	3	3	3	3	3	3	1	3	3		16	1	1	024110005	6	603887.9	479665.62	1083553.5	1275	MEDAN	1079292.1	1	96	3	0241100	5	5	6	1	1	3	1576	3	20	5			6			3	2	2	0	3	439061.32	384424.99	823486.31	823486.39	260067.21
337	0241400	3	1	1				1	3	3	3		21	1	1	024140003	4	374861.5	451573.55	826435.05	1275	MEDAN	753457.16	1	96	4	0241431	5	6	6	3	3		1577	3	30	6	10	33.75			2004	3	2	2	0	2	1214237.7	299917.08	1514154.8	1505623.4	-687719.78
338	0241400	3	1	1				1	3	3	3		21	1	1	024140003	4	374861.5	451573.55	826435.05	1275	MEDAN	753457.16	1	96	4	0241431	5	6	6	3	3		1577	3	30	6	10	33.75			2004	3	2	2	0	2	1150376.3	284143.3	1434519.6	1426436.9	-608084.58
339	0241621	5	3	3	3	3	3	3	1	3	3		15	1	1	024160010	6	473486.46	615855.56	1089342	1275	MEDAN	1068034.6	1	96	4	0241621	5	6	6	1	1	3	1587	3	20	6			6			4	3	2	0	4	615274.61	952119.53	1567394.2	1554146.6	-478052.15
340	0241700	7	3	4	3	3	3	3	3	1	3		19	2	3	024170007	5	85334.102	358932.07	444266.17	1275	MEDAN	436595.5	1	96	3	0241700	7	3	6	3	3		1589	2	60	4	5				2004	3	2	2	0	3	83971.177	181694.56	265665.73	262020.9	178600.44
341	0242400	6	3	1				1	3	3	3		19	1	1	024230003	8	253611.61	181778.96	435390.57	1275	MEDAN	430436.59	1	96	13	0242400	6	2	7	3	3		1596	1	20	2	6				2001	3	2	2	0	4	81237.556	279102.54	360340.1	348774.8	75050.469
342	0242800	4	3	1				1	3	3	3		21	2	1	024280004	6	522156.17	302018.52	824174.7	1275	MEDAN	712310.71	1	96	3	0242800	4	3	7	3	3		1598	2	30	3	6				2002	3	2	2	0	2	197125.5	219965.24	417090.75	417090.75	407083.95
343	0242800	5	3	3	1			1	1	3	3		15	1	1	024280005	6	522156.17	302018.52	824174.7	1275	MEDAN	712310.71	1	96	3	0242800	5	3	6	1	1	1	1600	2	15	3			6			3	2	2	1	2	197125.5	219965.24	417090.75	417090.75	407083.95
344	0242800	7	3	1				1	3	3	3	3	22	2	3	024280007	6	522156.17	302018.52	824174.7	1275	MEDAN	712310.71	1	96	5	0242800		3	7	3	3		1602	2	15	3	5				2002	3	2	3	7	3	197125.5	219965.24	417090.75	417090.75	407083.95
346	0250100	14	3	1				1	3	3	3		17	1	1	025010014	6	189128.24	232307.74	421435.98	1275	MEDAN	417174.48	1	96	3	0250100	14	3	6	3	3		1611	2	20	3			3	K	2005	3	1	2	0	3	85264.892	171280.77	256545.66	246139.9	164890.32
347	0250100	15	3	3	3	3	3	3	1	3	3		15	1	1	025010015	6	189128.24	232307.74	421435.98	1275	MEDAN	417174.48	1	96	3	0250100	15	3	6	1	1	3	1613	2	20	3			6			3	8	3	0	2	85264.892	171280.77	256545.66	246139.9	164890.32
348	0250200	3	3	3	3	3	3	3	1	3	3		15	1	1	025020003	7	412024.69	390485.93	802510.61	1275	MEDAN	717828.8	1	96	3	0250200	3	73	7	1	1	3	1615	2	30	73			6			4	3	2	0	2	205915.13	184519.3	390434.41	390434.41	412076.21
349	0250300	3	3	2	3	3	3	3	3	3	1		22	1	1	025030003	4	178849.18	333780.79	512629.97	1275	MEDAN	474276.6	1	96	3	0250300	3	3	6	3	3		1619	2	30	3	6				2000	2	1	1	0	3	198292.53	317509.88	515802.42	506339.89	-3172.4523
350	0250400	3	3	1				1	3	1	3		18	1	3	025040003	4	171583.36	242510.44	414093.8	1275	MEDAN	409299.65	1	96	3	0250400	3	6	6	3	1	3	1622	3	20	6	3	19.6			2007	2	2	2	0	3	94688.367	194223.66	288912.03	288912.03	125181.77
351	0250400	4	3	3	3	3	3	3	1	3	3		16	1	3	025040004	4	171583.36	242510.44	414093.8	1275	MEDAN	409299.65	1	96	3	0250400	4	5	6	1	1	3	1625	3	20	5			6			4	2	2	0	2	94688.367	194223.66	288912.03	288912.03	125181.77
352	0250631	4	1	1				1	3	1	3		24	1	1	025060004	4	2376576.8	461199.19	2837775.9	1275	MEDAN	2837776.1	1	96	17	0250631	4	73	6	3	3											2	3	2	0	2	1575546.1	2118919.5	3694465.7	3652409.8	-856689.74
353	0250700	4	1	1				1	3	1	3	1	24	2	3	025070004	7	364691.77	354238.95	718930.72	1275	MEDAN	667792.88	1	96	3	0250700	4	60	6	3	3		1635	4	45	60			3	M	2004	3	2	3	7	3	793800.94	1031941.2	1825742.2	1435675.9	-1106811.5
354	0251000	6	1	1				1	3	1	3		23	2	1	025100006	5	467143.95	546458.7	1013602.7	1275	MEDAN	985476.86	1	96	3	0251000	6	3	7	3	3											3	3	1	0	1	109393.84	169757.76	279151.61	279151.59	734451.05
355	0251000	7	3	1				1	3	1	3		20	1	1	025100007	5	467143.95	546458.7	1013602.7	1275	MEDAN	985476.86	1	96	3	0251000	7	3	6	3	3		1653	2	20	3	3	13.01			2002	4	2	2	2	4	109393.84	169757.76	279151.61	279151.59	734451.05
356	0251000	8	3	4	3	3	3	3	3	1	3		24	2	3	025100008	5	467143.95	546458.7	1013602.7	1275	MEDAN	985476.86	1	96	5	0251000		3	5	3	3		1655	2	10	3	6	27.72			1997	3	3	2	7	3	109393.84	169757.76	279151.61	279151.59	734451.05
357	0251100	5	3	1				1	1	1	3		21	1	1	025110005	5	694515.46	641523.9	1336039.4	1275	MEDAN	1246548.2	1	96	3	0251132	1	61	6	1	1	3	1665	4	15	61			6			3	2	1	0	4	149015.85	300422.36	449438.2	449438.2	886601.16
358	0251100	6	3	3	1			1	1	3	3		16	1	1	025110006	5	694515.46	641523.9	1336039.4	1275	MEDAN	1246548.2	1	96	3	0251100	6	6	7	1	1	3	1668	3	30	6			6			3	3	3	0	2	1081199.1	536882.85	1618081.9	1136754.6	-282042.58
359	0251400	3	1	4	3	3	3	3	3	1	3		23	2	3	025140003	7	268991	228403.4	497394.41	1275	MEDAN	468081.49	1	96	3	0251400	3	3	6	3	3											3	2	3	0	2	70734.149	121919.42	192653.57	192653.59	304740.84
360	0251400	4	3	3	3	3	3	3	1	3	3		19	1	1	025140004	7	268991	228403.4	497394.41	1275	MEDAN	468081.49	1	96	3	0251400	4	6	7	1	1	1	1680	3	25	6			6			3	2	2	0	2	70734.149	121919.42	192653.57	192653.59	304740.84
361	0251400	6	3	4	3	3	3	3	3	1	3		15	1	3	025140006	7	268991	228403.4	497394.41	1275	MEDAN	468081.49	1	96	3	0251400	6	3	6	3	1	3	1682	2	30	3	98				2007	3	2	2	0	3	70734.149	121919.42	192653.57	192653.59	304740.84
362	0251500	3	3	3	3	3	3	3	1	3	3		16	1	3	025150003	5	386780.88	245197.3	631978.18	1275	MEDAN	631978.15	1	96	3	0251500	3	6	6	1	1	3	1691	3	25	6			6			3	1	3	7	4	228793.43	375325.94	604119.35	556806.71	27858.829
363	0251500	8	3	4	3	3	3	3	3	1	1		18	1	3	025150008	5	386780.88	245197.3	631978.18	1275	MEDAN	631978.15	1	96	13	0251500	8	3	6	3	3		1693	2	5	3	3				2004	3	2	3	7	2	228793.43	375325.94	604119.35	556806.71	27858.829
364	0251600	6	1	1				1	3	3	3		22	1	1	025160006	5	288332.06	266803.03	555135.09	1275	MEDAN	473314.61	1	96	3	0251600	6	6	7	3	3		1695	3	25	6	3	15.998			2004	4	2	2	0	2	137459	383617.92	521076.91	500049.09	34058.175
365	0251700	3	3	3	1			1	1	1	3		17	1	1	025170003	5	2440232.7	585016.62	3025249.3	1275	MEDAN	2178705.3	1	96	3	0251700	3	6	6	1	1	3	1706	3	30	6			6			3	2	2	1	2	156657.41	144881.82	301539.24	301539.24	2723710.1
366	0251800	5	3	1				1	3	3	3		18	1	1	025180005	3	399713.06	651126.45	1050839.5	1275	MEDAN	935779.45	1	96	3	0251800	5	3	7	3	3		1708	2	10	73			1		2004	4	2	3	0	4	241241.9	299057.95	540299.84	527683.14	510539.67
367	0032941	5	3	1				1	3	3	3		20	1	1	003290003	5	313182.3	356931.79	670114.09	2171	B A T A M	473118.27	1	14	13	0032900	3	74	6	3	3		145	3	10	74	3	16.47			2005	2	2	2	0	3	192242.39	207956.02	400198.4	389627.23	269915.68
371	0090842	2	3	1				1	3	3	3	1	19	1	3	009080006	2	470840.52	144053.19	614893.71	2171	B A T A M	614893.73	1	14	8	0090800	6	5	7	3	1	3	620	3	25	5	3	21.35			2007	3	2	2	1	3	74237.802	235419.85	309657.65		305236.06
373	0092041	2	3	3	3	3	3	3	1	1	3		20	1	1	009200005	2	4219198.9	394812.44	4614011.3	2171	B A T A M	1899162.8	1	14	8	0092000	5	60	6	1	3		666	4	15	60			6			4	2	2	1	3	478131.46	322991.01	801122.47	630363.3	3812888.8
375	0391141	4	1	1				1	3	3	3		24	1	1	039110004	4	587498.98	450166.21	1037665.2	2171	B A T A M	1037665.1	1	14	13	0391131	1	3	7	3	3		2841	2	10	3	98				2001	3	2	2	0	2	171045.95	176842.69	347888.66	347888.62	689776.53
376	0440641	5	3	1				1	3	3	3		18	1	1	044060003	5	294960.19	410391.53	705351.72	2171	B A T A M	658565.16	1	14	13	0440600	3	3	5	3	3		3252	2	15	3			3	V	2006	4	3	1	18	2	53753.909	119410.48	173164.39	165780.62	532187.33
379	1630400	3	3	95	3	3	3	3	3	3	3		18	1	1	163040003	4	212591.32	168728.97	381320.28	2171	B A T A M	350539.7	1	14	3	1630400	3	2	6	3	3		10091	1	10	2	5	27.53			2003	3	2	2	0	2	150766.27	445038.29	595804.56	569367.78	-214484.28
380	2881341	2	1	1				1	3	3	3		24	2	1	288130003	3	619989.61	1022599.8	1642589.4	2171	B A T A M	1642589.4	1	14	14	2881300	3															1	2	1	0	1	42835.419	278131.64	320967.05	313005.27	1321622.4
381	0040100	4	3	3	3	3	3	3	1	1	3		16	1	3	004010004	3	442050.69	485116.73	927167.42	1206	TOBA SAMOSIR		2	12	3	0040100	4	5	6	1	1	3	154	3	25	5			6			3	2	2	0	3	127111.73	347557.56	474669.27	474669.35	452498.14
383	0040400	6	3	4	3	3	3	3	3	1	3		20	1	3	004040006	5	592619.11	411785.13	1004404.2	1206	TOBA SAMOSIR	781805.93	2	11	3	0040400	6	3	6	3	3		173	2	20	3	3				2002	2	2	2	0	2	181514.18	207335.79	388849.96	275010.55	615554.28
385	0040400	8	3										15	1	1		5	592619.11	411785.13	1004404.2	1206	TOBA SAMOSIR	781805.93	2	11	3	0040400	8																				181514.18	207335.79	388849.96	275010.55	615554.28
387	0040600	4	1										24	1	1		5	38444.85	532500.21	570945.06	1206	TOBA SAMOSIR		2	11	3	0040632	4																				425561.44	672880.39	1098441.8	1098441.8	-527496.77
388	0040600	5	1										22	1	1		5	38444.85	532500.21	570945.06	1206	TOBA SAMOSIR		2	11	3	0040600	5																				751135.55	607578.33	1358713.8	1113010.4	-787768.78
390	0040731	5	3	3	3	3	3	3	1	3	3		17	1	1	004070010	5	200251.67	54152.564	254404.24	1206	TOBA SAMOSIR	254404.25	2	13	3	0040731	5	5	7	1	1	1	188	3	60	5			6			2	2	1	1	3	197738.81	116998.91	314737.73	314737.73	-60333.495
391	0040731	7	3	3	3	3	3	3	1	3	3		15	1	1	004070011	5	200251.67	54152.564	254404.24	1206	TOBA SAMOSIR	254404.25	2	13	3	0040700	11	3	7	1	1	1	190	2	60	3			6			3	2	1	0	3	41387.76	180253.39	221641.15	221641.17	32763.087
393	0041000	6	1										23	1	1		4	550841.25	433643.59	984484.84	1206	TOBA SAMOSIR	740407.77	2	11	3	0041000	6																				43799.732	154354.93	198154.66	198154.68	786330.18
395	0041000	8	3	1				1	3	1	3		21	1	3	004100008	4	550841.25	433643.59	984484.84	1206	TOBA SAMOSIR	740407.77	2	11	3	0041000	8	6	7	3	3		193	3	30	6	4	29.24			2006	3	2	2	14	4	43799.732	154354.93	198154.66	198154.68	786330.18
397	0041000	9	3	1				1	3	3	3	1	17	1	1	004100009	4	550841.25	433643.59	984484.84	1206	TOBA SAMOSIR	740407.77	2	11	3	0041000	9	6	5	3	1	3	196	3	45	6	3				2007	3	2	1	0	2	43799.732	154354.93	198154.66	198154.68	786330.18
399	0041300	4	1	1				1	3	3	3	1	24	1	1	004130004	3	857270.96	565969.52	1423240.5	1206	TOBA SAMOSIR	1423240.5	2	11	3	0041300	4	5	6	3	3		204	3	30	5	3	23			2005	3	2	1	0	2	330836.46	500703.89	831540.31	741891.81	591700.17
401	0041400	5	1										23	1	1		6	528757.7	490287.54	1019045.2	1206	TOBA SAMOSIR	632861.07	2	11	3	0041431	6																				391040.76	438016.93	829057.69	740740.76	189987.56
402	0041400	6	3										20	1	1		6	528757.7	490287.54	1019045.2	1206	TOBA SAMOSIR	632861.07	2	11	3	0041400	6																				273248.86	262817.75	536066.59	392628.87	482978.65
404	0041400	11	3	3	1			1	3	3	3		17	1	3	004140011	6	528757.7	490287.54	1019045.2	1206	TOBA SAMOSIR	632861.07	2	11	9	0041400		5	7	1	1	1	217	3	15	5			6			3	2	2	2	3	273248.86	262817.75	536066.59	392628.87	482978.65
406	0041600	3	3	3	3	3	3	3	1	3	3		18	1	1	004160003	5	509611.21	851323.45	1360934.7	1206	TOBA SAMOSIR	1314397.3	2	11	3	0041600	3	5	7	1	1	3	224	3	45	5			6			3	2	1	0	3	86480.995	436475.73	522956.72	522956.65	837977.94
408	0041641	6	3	3	3	3	3	3	1	3	3		17	1	3	004160004	6	660490.62	428237.72	1088728.3	1206	TOBA SAMOSIR	1082219.6	2	11	13	0041600	4	5	6	1	1	3	227	3	15	5			6			4	3	1	0	2	86480.995	436475.73	522956.72	522956.65	565771.62
410	0042200	7	3	1				1	3	3	3		18	1	1	004220007	5	84005.901	203636.21	287642.11	1206	TOBA SAMOSIR		2	11	3	0042200	7	6	5	3	1	3	236	3	60	6	3				2007	3	2	2	0	3	82675.907	122240.8	204916.7	188979.2	82725.405
412	0042200	8	3	3	3	3	3	3	1	3	3		16	1	3	004220008	5	84005.901	203636.21	287642.11	1206	TOBA SAMOSIR		2	11	3	0042200	8	5	5	1	1	3	239	3	90	5			6			4	2	2	0	2	82675.907	122240.8	204916.7	188979.2	82725.405
414	0042400	6	3	1				1	3	1	3	1	21	1	1	004240006	6	195153.17	209653.16	404806.33	1206	TOBA SAMOSIR	274631.87	2	11	3	0042400	6	5	7	3	3		256	3	60	5	3				2005	1	1	2	7	3	123401.99	209999.65	333401.64	275343.52	71404.688
416	0042400	8	3	3	1			1	1	1	3		16	1	3	004240008	6	195153.17	209653.16	404806.33	1206	TOBA SAMOSIR	274631.87	2	11	3	0042400	8	5	5	1	1	3	259	3	60	5			6			3	1	2	0	3	123401.99	209999.65	333401.64	275343.52	71404.688
418	0043000	4	1	1				1	3	1	3		23	1	3	004300004	2	136249.24	126920.07	263169.31	1206	TOBA SAMOSIR	263169.3	2	11	3	0043000	4	60	7	3	3		270	4	60	60					2005	2	1	2	0	3	628270.53	232395.69	860666.24	444962.46	-597496.93
420	0040241	2	3	1				1	3	1	3		20	1	1	004020005	2	443576.62	998293.53	1441870.1	1408	BENGKALIS	1441870.1	2	14	13	0040200	5	5	7	3	3		162	3	20	5	2				2006	3	2	1	0	2	41039.125	111708.77	152747.9	152747.89	1289122.2
422	0040241	2	3	1				1	3	1	3		20	1	1	004020005	2	416051.05	936345.74	1352396.8	1408	KEPULAUAN MERANTI	1352396.7	2	14	13	0040200	5	5	7	3	3		162	3	20	5	2				2006	3	2	1	0	2	41039.125	111708.77	152747.9	152747.89	1199648.9
424	0322941	6	3	1				1	3	3	3	2	21	1	1	032290008	6	295097.87	452123.63	747221.5	1408	BENGKALIS	629080.26	1	14	9	0322900	8	6	7	3	3		2224	3	40	6	6				2006	3	2	2	0	3	198442.93	234763.46	433206.4	433206.4	314015.11
