level_0	hhid07	pid07	panel	tk01	tk02	tk03	tk04	tk01a	tk01b	tk01c	tk01d	tk25a9x	age	marstat	sex	link	hhsize	nonfood	food	total	kabid	nmkab2014	pce	sc05	sc21x	ar02b_07	hhid00	pid00	dl06	dl05a	dl07a	dl30	dl42	index	dl2type	dl16j	dl10	dl16c2	dl16e	dl11d	dl11e	dl11f	sw01	sw03b	kk01	kk02a	kk02c	nonfood00	food00	total00	pce00	change
4771	2121300	6	3	1				1	3	3	3		24	2	1	212130006	5	98283.499	173311.19	271594.68	3471	YOGYAKARTA	271594.68	1	1	3	2121300		6	7	3	3		12946	3	15	6	5				2001	2	1	2	3	2	268566.82	216343.77	484910.58	456346.25	-213315.9
4772	2121300	7	3	1				1	3	1	3		24	2	3	212130007	5	98283.499	173311.19	271594.68	3471	YOGYAKARTA	271594.68	1	1	5	2121300		6	6	3	3		12949	3	30	6	98				2002	3	1	2	0	2	268566.82	216343.77	484910.58	456346.25	-213315.9
4773	2121832	3	3	1				1	3	3	1		20	1	1	212180006	5	187558.56	161683.28	349241.84	3471	YOGYAKARTA	341575.12	1	13	9	2121832	3	6	7	3	3		12960	3	45	6	3	20.89			2006	3	2	2	0	2	106412.49	99830.273	206242.76	206242.76	142999.08
4774	2130911	3	1	1				1	3	3	3	3	21	1	1	213090006	6	328002.1	264534.89	592536.99	3471	YOGYAKARTA	505008.19	1	96	3	2130911	3	6	6	3	3		12966	3	20	6	10	48.91			2004	3	2	3	3	2	364850.7	500048.28	864898.94	854963.6	-272361.95
4775	2140300	6	3	3	3	3	3	3	1	1	3		18	1	1	214030006	8	802559.85	533568.66	1336128.5	3471	YOGYAKARTA	1216335.5	1	96	3	2140300	6	5	7	1	1	3	12984	3	20	5			6			4	2	2	0	3	485133.66	489434.46	974568.12	946417.74	361560.39
4776	2140300	7	3	3	1			1	1	1	3		17	1	1	214030007	8	802559.85	533568.66	1336128.5	3471	YOGYAKARTA	1216335.5	1	96	3	2140300	7	5	7	1	1	3	12987	3	20	5			6			4	2	2	0	2	485133.66	489434.46	974568.12	946417.74	361560.39
4777	2140800	6	3	1				1	3	3	3	3	20	1	3	214080006	10	758662.36	306810.63	1065473	3471	YOGYAKARTA	1050352.4	1	96	17	2140800		3	7	3	3		12993	2	60	3	3				2003	3	2	2	0	3	1035595.1	1711196.6	2746791.8	2746791.8	-1681318.8
4778	2140800	7	3	1				1	3	3	3		21	1	3	214080007	10	758662.36	306810.63	1065473	3471	YOGYAKARTA	1050352.4	1	96	17	2140800		3	5	3	3		12995	2	30	3	6	27.998			1998	2	2	2	2	3	1035595.1	1711196.6	2746791.8	2746791.8	-1681318.8
4779	2140800	8	3	1				1	3	3	3	1	17	1	3	214080008	10	758662.36	306810.63	1065473	3471	YOGYAKARTA	1050352.4	1	96	17	2140800		4	6	3	3		12997	2	15	4	3	24.998			2006	2	2	2	2	4	1035595.1	1711196.6	2746791.8	2746791.8	-1681318.8
4780	2140800	9	3	1				1	3	3	3		18	1	3	214080009	10	758662.36	306810.63	1065473	3471	YOGYAKARTA	1050352.4	1	96	17	2140800		5	7	3	3		13000	3	60	5			3	E	2005	2	2	3	0	2	1035595.1	1711196.6	2746791.8	2746791.8	-1681318.8
4781	2140800	10	3	1				1	3	3	3		19	1	3	214080010	10	758662.36	306810.63	1065473	3471	YOGYAKARTA	1050352.4	1	96	17	2140800		3	7	3	3		13002	2	30	3	7				2004	3	3	2	0	2	1035595.1	1711196.6	2746791.8	2746791.8	-1681318.8
4782	2141200	4	3	3	3	3	3	3	1	1	3		22	1	1	214120004	4	1040947.9	652685.48	1693633.4	3471	YOGYAKARTA	1690119.5	1	96	10	2141200	4	61	6	1	1	3	13006	4	20	61			6			3	2	1	0	3	336686.54	502111.24	838797.81	743748.99	854835.57
4783	2150200	6	3	3	3	3	3	3	1	3	3		17	1	3	215020006	5	3287013.5	2049944.6	5336958.1	3471	YOGYAKARTA	5213012.1	1	96	3	2150200	6	5	6	1	1	3	13015	3	15	5			6			4	3	2	0	3	966116.1	482019.65	1448135.7	1437786.3	3888822.3
4784	2150300	7	3	3	3	3	3	3	1	3	3		19	1	3	215030007	3	626118.06	1060354.4	1686472.4	3471	YOGYAKARTA	1594187.5	1	96	13	2150300		61	7	1	1	3	13020	4	17	61			6			2	2	1	0	3	1042667.1	788416.93	1831084	1812041.3	-144611.62
4785	2150400	3	3	3	3	3	3	3	1	3	3		19	1	3	215040003	3	1427204.9	999446.29	2426651.2	3471	YOGYAKARTA	2127789.9	1	96	3	2150400	3	61	7	1	1	3	13025	4	30	61			6			4	2	2	0	2	415166.03	943947.62	1359113.6	1359113.6	1067537.6
4786	2150500	3	3	3	3	3	3	3	1	3	3		19	1	1	215050003	4	840986.79	503183.83	1344170.6	3471	YOGYAKARTA	1339538.6	1	96	3	2150500	3	61	6	1	1	3	13029	4	15	61			6			4	2	2	1	1	581238.63	633101.52	1214340.1	1203162.8	129830.48
4787	2150641	3	3	3	3	3	3	3	1	3	3		20	1	3	215060005	4	1017495.1	20764.12	1038259.2	3471	YOGYAKARTA		1	12	3	2150600	5	61	6	1	1	3	13033	4	30	61			6			3	2	2	0	3	342331.1	264994.22	607325.32	590683.45	430933.92
4788	2151300	4	1	1				1	3	1	3		22	4	3	215130004	5	311163.65	518936.88	830100.53	3471	YOGYAKARTA	788785.3	1	96	3	2151300	4	5	7	3	3		13039	3	15	5	3	20.998			2003	2	1	2	3	2	438762.57	383310.59	822073.17	784815.34	8027.3632
4789	2151300	5	3	1				1	3	1	1		21	1	1	215130005	5	311163.65	518936.88	830100.53	3471	YOGYAKARTA	788785.3	1	96	3	2151300	5	3	6	3	3		13041	2	30	3			3	G		3	2	2	0	3	438762.57	383310.59	822073.17	784815.34	8027.3632
4790	2152000	5	3	1				1	1	3	3	2	21	1	1	215200005	4	2758220.5	600083.07	3358303.5	3471	YOGYAKARTA	2977627.8	1	96	3	2152000	5	61	7	1	1	3	13065	4	15	61			6			2	2	2	0	3	3616592.2	483598.25	4100190.3	3767064.1	-741886.79
4791	2160900	8	3	3	3	3	3	3	1	3	3		15	1	3	216090008	5	130803.31	139479.51	270282.82	3471	YOGYAKARTA	267471.67	1	96	3	2160900	8	2	7	1	1	1	13067	1	5	2			6			2	2	2	0	3	34966.172	69808.156	104774.33	104064.65	165508.49
4792	2161600	6	3	1				1	3	3	3		16	1	1	216160006	4	541592.12	396456.26	938048.38	3471	YOGYAKARTA	927932.53	1	96	3	2161600	6	6	7	3	1	1	13078	3	30	6			3	V	2007	4	2	3	28	4	436562.34	224147.22	660709.61	635291.43	277338.77
4793	2170300	3	3	3	3	3	3	3	1	3	3		20	1	1	217030003	4	955016.4	495085.83	1450102.2	3471	YOGYAKARTA	1042539.9	1	96	3	2170300	3	60	7	1	1	3	13082	4	20	60			6			3	2	2	0	3	277846.75	365326.74	643173.51	599292.1	806928.71
4794	2170900	8	3	3	3	3	3	3	1	3	3		19	1	1	217090008	1	3477617.3	706533.78	4184151.1	3471	YOGYAKARTA	4184150.9	1	96	1	2170900	8	61	7	1	1	3	13105	4	15	61			6			4	2	2	0	2	526356.46	311689.27	838045.75	822038.7	3346105.3
4795	2171731	3	3	1				1	3	3	3		18	1	1	217170004	5	226803.81	123034.33	349838.14	3471	YOGYAKARTA	347282.54	1	96	3	2171731	3	6	6	3	1	3	13132	3	15	6	3	30.998			2007	3	1	1	0	3	163065.08	261191.14	424256.24	409767.1	-74418.1
4796	2171731	4	3	3	3	3	3	3	1	3	3		15	1	3	217170005	5	226803.81	123034.33	349838.14	3471	YOGYAKARTA	347282.54	1	96	3	2171731	4	3	7	1	1	3	13134	2	30	3			6			3	2	2	0	3	163065.08	261191.14	424256.24	409767.1	-74418.1
4797	2171900	6	1	1				1	3	3	3		24	1	1	217190006	5	204773.62	276633.44	481407.06	3471	YOGYAKARTA	476295.88	1	96	3	2171900	6	5	7	3	3		13135	3	15	5	6				2003	3	2	2	3	3	168598.76	264394.54	432993.28	426251.44	48413.781
4799	2430500	4	1	95	3	3	3	3	3	3	3		24	1	3	243050004	2	298953.56	220301.65	519255.21	3514	PASURUAN	519255.21	1	96	3	2430500	4	6	7	3	3		14619	3	10	6	3	23.21			2003	3	2	2	3	2	226388.56	316462.55	542851.1	542273.37	-23595.891
4800	2190100	3	3	3	3	3	3	3	1	3	3		15	1	1	219010003	4	353901.85	260505.39	614407.25	3503	TRENGGALEK	609493.1	1	96	3	2190100	3	3	6	1	1	1	13203	2	30	3			6			3	2	2	3	4	120203.15	268412.26	388615.42	384337.02	225791.83
4802	2191000	5	3	4	3	3	3	3	3	1	3		21	1	3	219100005	5	719390.21	747302.67	1466692.9	3503	TRENGGALEK	1374961.7	1	96	3	2191000	5	6	7	3	3		13219	3	10	6	4	25.27			2005	4	2	2	3	2	213856.68	338776.12	552632.81	482164.93	914060.08
4803	2191000	6	3	3	3	3	3	3	1	3	3		17	1	1	219100006	5	719390.21	747302.67	1466692.9	3503	TRENGGALEK	1374961.7	1	96	3	2191000	6	6	6	1	1	3	13222	3	30	6			6			3	2	2	0	2	213856.68	338776.12	552632.81	482164.93	914060.08
4804	2191100	3	1	4	3	3	3	3	3	1	3		23	2	3	219110003	5	515026.43	70414.537	585440.96	3503	TRENGGALEK	454396.54	1	96	3	2191131	1	3	6	3	3											3	2	2	2	3	72808.032	116994.98	189803.01	189803.01	395637.95
4805	2191200	10	3	3	3	3	3	3	1	3	3		18	1	1	219120010	6	1077530.9	301296.61	1378827.6	3503	TRENGGALEK	1239046.7	1	96	10	2191200	10	6	8	1	1	3	13226	3	20	6			6			4	2	1	0	4	406398.51	164685.52	571084.05	567943.16	807743.51
4806	2191300	5	3	3	3	3	3	3	1	3	3		16	1	1	219130005	4	102094.53	236371.38	338465.91	3503	TRENGGALEK	338138.31	1	96	3	2191300	5	3	6	1	1	3	13236	2	15	3			6			2	2	2	6	3	250456.35	283025.96	533482.31	530059.61	-195016.4
4807	2191500	4	3	3	3	3	3	3	1	3	3		18	1	1	219150004	4	1852476.8	1064735.9	2917212.7	3503	TRENGGALEK	2111835.6	1	96	3	2191500	4	6	7	1	1	3	13241	3	5	6			6			4	2	2	0	3	549921.52	649110.07	1199031.6	1157797.8	1718181.1
4808	2192000	3	3	95	3	3	3	3	3	3	3		20	1	3	219200003	3	1036998.2	520916.15	1557914.3	3503	TRENGGALEK	950013.84	1	96	3	2192000	3	6	6	3	1	3	13248	3	15	6	3	18.98			2007	3	2	1	0	2	181916.92	211353.38	393270.3	366089.82	1164644
4809	2192300	5	3	3	3	3	3	3	1	3	3		16	1	1	219230005	5	103920.41	201249.29	305169.7	3503	TRENGGALEK	305169.7	1	96	3	2192300	5	3	6	1	1	3	13263	2	10	3			6			3	2	2	4	3	51113.39	115792.86	166906.26	152329.46	138263.45
4810	2192400	6	1	95	3	1		3	3	3	3		23	1	1	219240006	6	48577.439	172723.83	221301.27	3503	TRENGGALEK	221301.27	1	96	3	2192400	6	6	7	3	3		13266	3	20	6	3	14.47			2004	2	2	3	5	2	34223.242	156414.59	190637.84	180667.64	30663.435
4811	2192500	6	3	3	3	1		1	1	3	3		18	1	1	219250006	4	221096.51	345116.41	566212.92	3503	TRENGGALEK	566212.94	1	96	3	2192500	6	6	7	1	1	3	13269	3	60	6			6			3	2	2	0	2	35581.259	109973.57	145554.82	145219.26	420658.1
4812	2192800	5	3	95	3	3	3	3	3	3	3		19	1	3	219280005	5	184969.2	202441.8	387411	3503	TRENGGALEK	387411.01	1	96	3	2192800	5	6	7	3	1	3	13276	3	15	6	4	29.76			2007	4	2	3	2	4	66297.363	139020.23	205317.6	202326.31	182093.4
4813	2192900	6	3	3	3	3	3	3	1	3	3		19	1	1	219290006	5	109269.21	105962.52	215231.73	3503	TRENGGALEK	215231.72	1	96	3	2192900	6	6	7	1	1	3	13283	3	10	6			6			3	2	1	0	3	262378.2	481283.71	743661.89	650008.08	-528430.16
4814	2191941	4	3	3	3	3	3	3	3	1	3		17	1	3	219190006	4	250172.8	243705.75	493878.55	3504	TULUNGAGUNG	493878.58	1	13	13	2191931	3	6	7	1	1	3	13245	3	20	6			6			3	2	2	0	3	347341.37	298642.96	645984.31	600180.18	-152105.76
4815	2200300	5	1	1				1	3	3	3		23	1	3	220030005	8	95709.752	359431.94	455141.69	3504	TULUNGAGUNG	451999.81	1	96	3	2200300	5	6	6	3	3		13285	3	30	6	10	72.63			2003	2	2	2	2	2	538592.74	165157.06	703749.78	693256.74	-248608.09
4816	2200700	4	3	1				1	3	1	3		22	2	3	220070004	6	216825.16	639625.48	856450.64	3504	TULUNGAGUNG	814558.8	1	96	3	2200700	4	6	7	3	3		13291	3	10	6	3	14.1			2004	3	2	1	0	2	129229.43	238509.05	367738.48	367738.52	488712.15
4817	2200800	8	1	1				1	3	3	3		23	1	1	220080008	7	113803.66	91413.969	205217.63	3504	TULUNGAGUNG	205217.61	1	96	3	2200800	8	2	9	3	3		13292	1	5	2	5				2001	2	1	1	0	2	23845.545	80618.853	104464.4	104142.53	100753.23
4818	2200800	9	3										15	1	3		7	113803.66	91413.969	205217.63	3504	TULUNGAGUNG	205217.61	1	96	3	2200800	9																				23845.545	80618.853	104464.4	104142.53	100753.23
4820	2200900	3	3	1				1	3	3	3		15	1	1	220090003	3	95883.428	222738.88	318622.31	3504	TULUNGAGUNG	318622.3	1	96	3	2200900	3	3	6	3	1	1	13297	2	10	3	3	21.8			2007	3	2	2	0	3	54338.866	121514.1	175852.97	175852.97	142769.35
4821	2201000	5	3	95	3	3	3	3	3	3	3		15	1	1	220100005	2	62942.483	190607.86	253550.34	3504	TULUNGAGUNG	253550.33	1	96	10	2201000	5	2	6	3	3		13298	1	2	2	5	35			2004	2	1	2	0	2	50526.262	53099.652	103625.91	77457.516	149924.43
4822	2201400	7	3	3	3	3	3	3	1	3	3		15	1	1	220140007	6	136462.66	485686.95	622149.61	3504	TULUNGAGUNG	622149.64	1	96	10	2201400	7	3	7	1	1	3	13315	2	10	3			6			4	2	2	0	4	71091.98	207377.35	278469.33	271296.15	343680.28
4823	2201400	10	3	3	3	3	3	3	1	3	3		15	1	1	220140010	6	136462.66	485686.95	622149.61	3504	TULUNGAGUNG	622149.64	1	96	10	2201400	10	3	6	1	1	3	13317	2	10	3			6			4	2	2	0	3	71091.98	207377.35	278469.33	271296.15	343680.28
4824	2201800	3	1	1				1	3	3	3		24	1	1	220180003	4	1518867	167054.17	1685921.2	3504	TULUNGAGUNG	1641934.8	1	96	3	2201800	3	6	6	3	3		13324	3	15	6	3	12.77			2002	3	2	1	0	3	156975.67	126234.07	283209.73	250726.14	1402711.5
4825	2202000	5	3	3	3	3	3	3	1	3	3		15	1	3	220200005	3	154888.08	100023.74	254911.81	3504	TULUNGAGUNG	254911.81	1	96	3	2202000	5	5	7	1	1	3	13327	3	20	5			6			3	2	2	0	3	53837.386	89779.838	143617.22	135614.14	111294.59
4826	2210300	5	3	4	3	3	3	3	3	1	3		22	2	3	221030005	5	116304.3	155427.09	271731.39	3504	TULUNGAGUNG	271731.4	2	96	3	2210300	5	3	7	3	3		13330	2	30	3	6	31.22			2001	3	2	1	7	3	57893.975	185660.49	243554.46	231580.73	28176.927
4827	2210400	4	1	4	1			1	3	1	3		23	2	3	221040004	9	104845.96	170336.86	275182.81	3504	TULUNGAGUNG	275182.82	2	96	3	2210400	4	74	6	3	3		13331	3	30	74	11	91.3			2000	3	2	2	0	2	79463.11	141900.35	221363.45	207265.35	53819.366
4828	2210400	5	3	1				1	3	3	3		20	1	1	221040005	9	104845.96	170336.86	275182.81	3504	TULUNGAGUNG	275182.82	2	96	3	2210400	5	3	7	3	3		13333	2	15	3	6	34.82			2003	3	2	2	0	2	79463.11	141900.35	221363.45	207265.35	53819.366
4829	2210500	8	3	3	3	3	3	3	1	3	3		18	1	3	221050008	4	218848.18	278423.61	497271.8	3504	TULUNGAGUNG	497271.82	2	96	3	2210500	8	5	7	1	1	3	13339	3	15	5			6			3	2	2	0	1	72555.901	95710.485	168266.39	168051.78	329005.41
4830	2210500	9	3	3	3	3	3	3	1	3	3		15	1	1	221050009	4	218848.18	278423.61	497271.8	3504	TULUNGAGUNG	497271.82	2	96	3	2210500	9	3	6	1	1	3	13341	2	15	3			6			4	2	2	0	3	72555.901	95710.485	168266.39	168051.78	329005.41
4831	2210600	3	3	3	3	3	3	3	1	3	3		17	1	3	221060003	3	423037.72	569826.71	992864.42	3504	TULUNGAGUNG	959350.96	2	96	3	2210600	3	74	6	1	1	3	13344	3	15	74			6			3	2	3	3	4	170612.85	155825.93	326438.8	308156.29	666425.62
4832	2211000	3	3	3	3	3	3	3	1	3	3		18	1	1	221100003	7	653662.25	259226.67	912888.92	3504	TULUNGAGUNG	486190.7	2	96	10	2211000	3	6	7	1	1	3	13350	3	45	6			6			3	2	2	0	2	173747.9	252986.98	426734.86	420039.87	486154.06
4833	2211700	4	3	3	3	3	3	3	1	3	3		15	1	1	221170004	3	123497.13	264309.56	387806.68	3504	TULUNGAGUNG	387806.69	2	96	3	2211700	4	3	7	1	1	3	13367	2	15	3			6			3	2	1	0	2	156387.6	263364.23	419751.81	387524.15	-31945.126
4834	2211811	3	3	3	1			1	1	3	3		19	1	3	221180005	4	197965.1	135195.43	333160.53	3504	TULUNGAGUNG	333160.5	2	96	3	2211811	3	60	7	1	1	3	13375	4	40	60			6			3	2	3	0	2	115198.92	117371.58	232570.5	232329.08	100590.03
4835	2212200	4	3	4	3	3	3	3	3	1	3		18	2	3	221220004	4	112113.02	220152.07	332265.09	3504	TULUNGAGUNG	332265.1	2	96	5	2212200		3	7	3	3		13382	2	20	3	3				2004	3	2	2	7	4	184627.26	209553.23	394180.48	382528.64	-61915.382
4836	2212300	4	3	1				1	3	3	3		19	1	3	221230004	6	100941.87	153167.02	254108.89	3504	TULUNGAGUNG	254108.88	2	96	3	2212300	4	3	6	3	3		13384	2	15	3			3	C	2001	3	2	2	3	2	193867.23	66057.254	259924.48	254774.48	-5815.5909
4837	2212300	5	3	1				1	3	3	3		17	1	3	221230005	6	100941.87	153167.02	254108.89	3504	TULUNGAGUNG	254108.88	2	96	3	2212300	5	3	6	3	3		13386	2	25	3			3	C	2003	3	2	2	0	2	193867.23	66057.254	259924.48	254774.48	-5815.5909
4838	2212400	3	3	2	3	3	3	3	3	3	1		18	1	1	221240003	4	93536.613	242071.97	335608.58	3504	TULUNGAGUNG	335608.58	2	96	3	2212400	3	3	6	3	3		13388	2	15	3	3	17.98			2004	2	2	2	0	2	298615.93	246040.97	544656.9	534614.43	-209048.32
4839	2212500	4	3	1				1	3	1	3		16	1	3	221250004	4	232578.23	79646.853	312225.09	3504	TULUNGAGUNG	312225.08	2	96	3	2212500	4	3	6	3	3		13390	2	30	3	3	20.47			2006	3	1	2	3	2	200850.7	124024.71	324875.43	324875.43	-12650.349
4840	2212500	5	3	3	3	3	3	3	1	3	3		15	1	1	221250005	4	232578.23	79646.853	312225.09	3504	TULUNGAGUNG	312225.08	2	96	3	2212500	5	3	6	1	1	3	13392	2	30	3			6			3	1	2	3	2	200850.7	124024.71	324875.43	324875.43	-12650.349
4841	2212600	3	1	1				1	3	3	3		23	2	3	221260003	5	375614.76	370269.36	745884.13	3504	TULUNGAGUNG	714674.66	2	96	3	2212600	3	3	7	3	3		13394	2	30	3	6	25.65			2000	3	2	2	0	2	251429.12	217294.32	468723.42	444293.16	277160.71
4842	2212741	3	3	1				1	3	1	3		19	1	3	221270002	3	1622435.9	451831.38	2074267.2	3504	TULUNGAGUNG	2074267.2	1	12	17	2212700	2	73	7	3	3		13396	2	30	73			3	KV	2002	3	2	1	0	2	49179.217	92139.819	141319.04	141319.04	1932948.2
4843	2212800	3	3	4	3	3	3	3	3	1	1		16	1	3	221280003	3	99353.47	209668.64	309022.11	3504	TULUNGAGUNG	309022.11	2	96	3	2212800	3	3	6	3	3		13398	2	30	3	3				2006	1	1	2	0	2	151091.16	142226.73	293317.9	293317.9	15704.214
4844	2213000	4	3	1				1	3	1	3		19	2	3	221300004	4	98655.272	225598	324253.28	3504	TULUNGAGUNG	324253.27	2	96	10	2213000	4	3	6	3	3		13402	2	30	3			3	K	2002	3	2	2	1	3	129263.24	289976.81	419240.04	406686.96	-94986.767
4845	2220100	3	1	1				1	3	1	3		23	1	3	222010003	4	231976.04	141662.48	373638.52	3505	BLITAR	369239.86	1	96	3	2220100	3	61	7	3	1	3	13404	4	25	61					2007	4	2	2	0	2	283502.32	240643.09	524145.42	512461.4	-150506.9
4846	2220100	4	3	3	3	3	3	3	1	3	3		18	1	3	222010004	4	231976.04	141662.48	373638.52	3505	BLITAR	369239.86	1	96	3	2220100	4	74	6	1	1	3	13407	3	30	74			6			4	2	2	5	2	283502.32	240643.09	524145.42	512461.4	-150506.9
4847	2220300	3	1	1				1	3	3	3		22	1	1	222030003	6	82090.542	124258.17	206348.71	3505	BLITAR	203416.27	1	96	10	2220300	3	3	7	3	3											3	2	2	0	3	341994.97	186162.62	528157.59	317632.31	-321808.88
4848	2220300	4	1	1				1	3	3	3		24	2	1	222030004	6	82090.542	124258.17	206348.71	3505	BLITAR	203416.27	1	96	10	2220300	4	6	7	3	3		13409	3	15	6	3	18.06			2003	4	2	2	0	3	341994.97	186162.62	528157.59	317632.31	-321808.88
4849	2220300	5	3	4	3	3	3	3	3	1	3		23	2	3	222030005	6	82090.542	124258.17	206348.71	3505	BLITAR	203416.27	1	96	16	2220300		6	7	3	3		13412	3	20	6	3	21.98			2003	3	2	2	0	2	341994.97	186162.62	528157.59	317632.31	-321808.88
4850	2220800	3	1	1				1	3	1	3		22	1	3	222080003	4	143531.9	223964.22	367496.12	3505	BLITAR	332621.16	1	96	3	2220800	3	5	6	3	3		13415	3	5	5	7	41.69			2003	3	2	1	0	3	102674.77	111408.85	214083.61	207082.85	153412.51
4851	2220942	1	1	1				1	3	1	3		24	2	1	222090003	6	62523.564	35580.133	98103.697	3505	BLITAR	93914.517	2	12	5	2220900	3	3	6	3	3											3	2	2	0	3	229103.89	387941.3	617045.19	587844.73	-518941.49
4853	2221100	4	1	1				1	3	3	3		23	1	3	222110004	4	177909.39	224644.97	402554.36	3505	BLITAR	386844.92	1	96	3	2221100	4	6	6	3	3		13424	3	15	6	3	18.61			2002	3	2	1	0	3	87031.666	222817.68	309849.36	300579.37	92704.994
4854	2221841	3	3	3	3	3	3	3	1	3	3		15	1	3	222180008	4	1748120.1	376722.81	2124842.9	3505	BLITAR	1661414.5	2	96	4	2221800	8	5	6	1	1	1	13437	3	15	5			6			3	2	1	0	3	146601.01	312948.98	459549.97	399439.93	1665292.9
4855	2221900	3	3	3	3	3	3	3	1	3	3		21	1	3	222190003	4	587402.08	572844.67	1160246.7	3505	BLITAR	1091229.9	1	96	3	2221900	3	61	7	1	3		13441	4	20	61			6			3	2	2	0	3	207430.48	271398.23	478828.72	469269.05	681418.02
4856	2222000	5	3	4	3	3	3	3	3	1	3		21	2	3	222200005	7	103393.54	167501.51	270895.05	3505	BLITAR	270895.06	1	96	3	2222000	5	5	7	3	3		13444	3	15	5	3	24.16			2005	2	1	2	6	3	53498.321	62693.823	116192.14	116192.13	154702.91
4857	2222000	6	3	1				1	3	3	3		18	1	1	222200006	7	103393.54	167501.51	270895.05	3505	BLITAR	270895.06	1	96	3	2222000	6	6	7	3	3		13447	3	20	6			3	C	2006	2	1	2	2	3	53498.321	62693.823	116192.14	116192.13	154702.91
4858	2222000	7	3	3	3	3	3	3	1	3	3		15	1	1	222200007	7	103393.54	167501.51	270895.05	3505	BLITAR	270895.06	1	96	3	2222000	7	3	7	1	1	1	13449	2	15	3			6			3	2	2	0	3	53498.321	62693.823	116192.14	116192.13	154702.91
4860	2231631	3	3	3	3	3	3	3	1	3	3		15	1	1	223160008	4	408508.24	267259.44	675767.68	3505	BLITAR	658801.45	1	96	3	2231631	3	3	6	1	1	3	13478	2	20	3			6			1	2	3	0	2	104379.09	131556.59	235935.69	223189.46	439831.99
4861	2231800	8	1	1				1	3	3	3	1	24	1	1	223180008	6	118972.81	97709.216	216682.03	3505	BLITAR	216682.03	1	1	8	2231800	8	5	7	3	3											3	2	3	4	3	105832.37	161827.51	267659.87	254803.28	-50977.843
4862	2231800	9	3	2	3	3	3	3	3	3	1		22	1	1	223180009	6	118972.81	97709.216	216682.03	3505	BLITAR	216682.03	1	1	8	2231800	9	3	6	3	3		13480	2	10	3					2001	3	1	3	0	4	105832.37	161827.51	267659.87	254803.28	-50977.843
4863	2232000	4	3	3	3	3	3	3	1	3	3		15	1	1	223200004	4	1548322.2	694357.18	2242679.4	3505	BLITAR	2130095.2	2	96	3	2232000	4	3	7	1	1	3	13487	2	5	3			6			4	2	2	2	3	734381.08	932695.97	1667077.1	1472986.7	575602.34
4865	2240100	2	3	1				1	3	3	1		21	1	1	224010002	5	127183.61	129286.58	256470.2	3506	KEDIRI	246416.15	2	96	10	2240100	2	6	7	3	3		13490	3	20	6	4	25.5			2005	1	2	1	0	3	109501.74	63066.818	172568.55	172568.57	83901.649
4866	2240100	3	3	3	3	3	3	3	1	3	3		18	1	3	224010003	5	127183.61	129286.58	256470.2	3506	KEDIRI	246416.15	2	96	10	2240100	3	6	6	1	1	3	13493	3	30	6			6			3	2	2	2	2	109501.74	63066.818	172568.55	172568.57	83901.649
4867	2240200	6	1	1				1	3	3	3		22	2	1	224020006	6	127654.89	169550.22	297205.12	3506	KEDIRI	297205.13	2	96	3	2240200	6	5	7	3	3		13495	3	30	5	3	16.85			2004	3	2	1	0	3	216106.6	140009.02	356115.62	354634.99	-58910.506
4868	2240200	7	3	4	3	3	3	3	3	1	3		15	2	3	224140006	6	127654.89	169550.22	297205.12	3506	KEDIRI	297205.13	2	96	5	2241400	6	3	6	3	1	3	13497	2	15	3			3	M	2007	3	1	2	0	2	53854.219	106522.1	160376.32	157727.75	136828.79
4869	2240600	3	1	95	3	3	3	3	3	3	3		24	1	1	224060003	4	120507.1	233834.99	354342.09	3506	KEDIRI	354342.09	2	96	3	2240600	3	3	7	3	3											2	1	1	0	3	92000.779	139992.28	231993.05	231993.05	122349.04
4870	2240600	5	3	3	3	3	3	3	1	3	3		15	1	1	224060005	4	120507.1	233834.99	354342.09	3506	KEDIRI	354342.09	2	96	3	2240600	5	3	7	1	1	3	13502	2	30	3			6			3	1	2	0	2	92000.779	139992.28	231993.05	231993.05	122349.04
4871	2240900	6	1	1				1	3	3	3		24	2	3	224090006	6	109212.02	143092.04	252304.05	3506	KEDIRI	243925.69	2	96	3	2240900	6	5	6	3	3		13506	3	15	5	10	72			2004	4	2	2	2	2	130767.54	181051.73	311819.27	305197.82	-59515.219
4872	2240900	9	3	1				1	3	3	3		22	2	1	224090009	6	109212.02	143092.04	252304.05	3506	KEDIRI	243925.69	2	96	5	2240900		3	7	3	3		13508	2	10	3	6	36.998			2001	1	1	1	0	2	130767.54	181051.73	311819.27	305197.82	-59515.219
4873	2241000	3	3	3	3	3	3	3	1	3	3		18	1	3	224100003	5	139034.81	219253.49	358288.3	3506	KEDIRI	358288.3	2	96	3	2241000	3	5	7	1	1	3	13511	3	15	5			6			3	2	2	0	3	60576.799	194238.45	254815.25	238077.76	103473.05
4874	2241200	4	3	4	3	3	3	3	3	1	3		20	2	3	224120004	5	837417.79	338410.63	1175828.4	3506	KEDIRI	609450.8	2	96	3	2241200	4	6	6	3	3		13521	3	15	6	3	17.67			2005	3	2	2	0	2	200896.11	228968.71	429864.82	392669	745963.6
4875	2241200	6	3	1				1	3	3	3		19	2	1	224120006	5	837417.79	338410.63	1175828.4	3506	KEDIRI	609450.8	2	96	5	2241200		6	7	3	1	3	13524	3	15	6	4	31.06			2007	3	2	2	0	3	200896.11	228968.71	429864.82	392669	745963.6
