index,Scparinkind,Scsizeinkind,Scparfundraise_a,Tjumlah,Scrapbs,Screcrapbs,Scdistrapbs,Spparentsrapbs,Scbpd,Scsatbpd,Spbpd,Spsatbpd,Scsatlearn,Tsatlearn,Spsatlearn,Spsceffective_a,Spsceffective_b,Spsceffective_c,Spsceffective_d,Scposcontr,Tscperception_a,Tscperception_b,Tscperception_c,Tscperception_d,Scparfundraise_b,Scmeettripartite,Spinviterapbs,Pcont,Pcont_physical,Pnsteach,Gttteach_govt1,Gttteach_govt2,Gttteach_school,Gttteach_govt,Pscanswer,Pknow_scexist,Pmtgrapbs,Psatlearnknow,Pknow_scmem,Prap_a,Prap_b,Prap_c,Prap_d,Prapbs,Scparfundraise,Spinviterapbs_score,Tscperception
243,0,,,10,0,0,0,0,1,2,0,2,3,3,2,1,1,1,1,1,8,8,8,8,,2,1,0,0,7,,,3,,0.111111111,1,0.333333333,2.5,1.333333333,1,0.666666667,0,0,1.666666667,9999999998,0,8
244,0,,,9,0,0,0,0,0,3,0,1,2,2,3,1,1,1,1,1,7,8,9,7,,1,0,0,0,6,,,3,,0,0,0,2.666666667,,0.666666667,0.333333333,0.333333333,0,1.333333333,0,0,7.75
245,0,,,11,0,0,0,0,0,3,0,3,3,3,2,1,1,1,1,0,7,7,8,6,,1,0,0,0,7,,,4,,0,0,0,2.666666667,,1,0.571428571,0,0,1.571428571,0,,7
246,0,,,11,1,0,0,0,0,3,1,3,3,2,2,1,1,1,1,1,7,8,8,7,4,1,0,0,0,8,,3,,,0.074074074,1,0,2.833333333,2,1,1,0,0,2,4500,0,7.5
247,0,,,10,0,0,0,0,0,2,0,2,2,2,2,1,1,1,1,0,7,7,8,6,,1,1,0,0,8,,,2,,0,0.333333333,0,2.833333333,2,1,0.714285714,0,0,1.714285714,0,0,7
248,0,,,11,0,0,0,1,0,3,0,3,3,3,2,1,1,1,1,1,8,8,8,8,3,2,1,0,0,9,,,2,,0.148148148,1,1,2.833333333,2.666666667,1,0,0.333333333,0,1.333333333,35000,0,8
249,0,,,9,0,0,1,0,0,2,0,2,2,2,2,1,1,1,1,1,9,9,10,10,,2,1,0,0,7,,,2,,0.037037037,0.333333333,0,2.333333333,2,1,0.666666667,0.666666667,0,2.333333333,0,0,9.5
250,0,,,12,0,0,0,0,1,2,0,3,2,2,2,1,1,1,1,1,8,8,8,8,4,1,0,0,0,9,,,3,,0.074074074,0.666666667,0.333333333,3,2,1,1,0.666666667,0,2.666666667,4800000,,8
251,0,,,11,0,0,0,0,1,2,1,3,2,2,3,1,1,1,1,1,8,8,8,7,,1,1,0,0,11,,,,,0,0.333333333,0,2.833333333,1,1,0.25,0,0,1.25,0,0,7.75
252,0,,,11,0,0,1,0,0,2,1,3,3,3,3,1,1,1,1,1,10,10,10,6,,3,0,500000,1,8,,,3,,0,0,0,2.666666667,,0.333333333,0,0,0,0.333333333,0,0,9
253,1,3,,10,0,0,0,1,0,2,1,3,3,3,3,1,1,1,1,1,10,10,10,8,,2,0,10500,1,9,,,1,,0,0.333333333,0,2.666666667,1,0.285714286,0.285714286,0,0,0.571428571,0,0,9.5
254,0,,,9,0,0,0,0,0,2,0,2,3,3,3,1,1,1,1,0,7,7,7,6,,1,0,0,0,9,,,,,0.185185185,0.333333333,0.333333333,3,4,1,0.714285714,1,0.285714286,3,0,0,6.75
255,0,,,8,1,0,0,0,0,2,1,4,3,2,3,1,1,1,1,1,7,7,7,6,,1,0,0,0,7,,,1,,0.111111111,1,0.666666667,2.666666667,2.666666667,1,1,0.333333333,0.333333333,2.666666667,0,0,6.75
256,0,,,10,1,1,1,1,0,3,0,8,2,3,3,1,1,1,1,1,9,8,8,7,,2,1,0,0,8,,,2,,0.074074074,1,0.666666667,2.333333333,2,1,1,1,0.333333333,3.333333333,0,0,8
257,0,,,13,0,0,0,0,1,3,0,3,2,2,2,1,1,1,1,1,8,7,8,5,,1,1,0,0,10,,,3,,0.222222222,0.666666667,0.333333333,2.5,3.5,1,0.666666667,0.333333333,0.333333333,2.333333333,0,0,7
258,0,,7,11,0,0,1,1,0,3,0,3,3,2,2,1,1,1,1,1,9,8,9,7,,1,1,0,0,10,,,1,,0.037037037,0.333333333,0,3,2,1,1,0,0,2,75000,0,8.25
259,0,,,9,0,1,0,0,1,3,1,2,8,3,3,1,2,1,1,0,10,10,10,10,,,0,0,0,9,,,,,0.037037037,0.333333333,0,2.666666667,2,1,0.285714286,0,0,1.285714286,0,,10
260,1,3,,11,0,0,0,0,0,2,0,2,3,3,3,2,2,1,1,1,9,9,9,7,,2,1,0,0,10,,,1,,0,0,0,2.5,,0.666666667,0.666666667,0,0,1.333333333,0,0,8.5
261,1,1,,12,0,0,0,0,1,2,0,2,2,2,3,1,2,1,1,1,7,7,8,7,,2,1,0,0,10,,,2,,0,0.333333333,0,2.666666667,2,1,0.571428571,0,0,1.571428571,0,0,7.25
262,0,,7,16,0,0,0,0,0,3,0,3,3,3,3,1,1,1,1,1,8,9,8,6,,1,1,0,0,13,,2,1,,0.037037037,1,0,2.833333333,1,1,0,0,0,1,7500,0,7.75
263,0,,,9,0,1,1,0,1,2,0,1,3,3,2,1,1,1,1,1,7,7,7,7,5,,0,0,0,7,,,2,,0.111111111,1,0.5,3,3,1,1,0.571428571,0.285714286,2.857142857,5000,,7
264,1,3,5,11,0,0,1,1,1,3,1,3,2,2,3,1,1,1,1,1,9,8,8,7,2,1,1,5000,0,7,,,4,,0.055555556,0.5,1,3,2,0.333333333,0.333333333,0.333333333,0,1,2005000,0,8
265,0,,,9,0,1,1,0,1,4,0,8,3,2,2,1,1,1,1,1,8,8,8,6,3,2,0,0,0,7,,2,,,0,0,0.666666667,2.666666667,,0.666666667,0,0.333333333,0,1,30000,,7.5
266,0,,,9,0,1,1,0,0,8,0,3,2,2,2,1,1,1,1,1,9,10,10,6,6,2,0,0,0,7,,1,1,,0.166666667,1,1,3,2.5,1,0.666666667,1,0.333333333,3,60000,,8.75
267,0,,,8,0,0,1,0,1,3,0,2,3,2,2,1,2,1,1,1,7,7,8,8,1,3,0,0,0,6,,,2,,0.296296296,1,0.666666667,2.666666667,2.333333333,0.666666667,1,1,1,3.666666667,10000,,7.5
268,0,,,9,0,0,1,0,1,3,0,2,2,2,3,2,2,1,2,1,8,8,8,7,,2,0,0,0,7,,2,,,0,0,0.333333333,3,,0.333333333,0.666666667,0.333333333,0,1.333333333,0,,7.75
269,1,3,,7,0,0,0,1,1,4,1,3,3,3,3,1,1,1,1,1,10,10,10,6,6,2,1,0,0,4,,1,2,,0,0.5,0,3,3,0,0,0,0.333333333,0.333333333,60000,0,9
270,0,,,10,0,0,0,1,0,2,1,2,2,2,2,2,1,1,1,1,8,8,8,7,1,,1,20000,0,6,,,,,0.074074074,0.666666667,0.333333333,2.333333333,2,0.666666667,1,0.666666667,0,2.333333333,10000,0,7.75
271,0,,,10,0,1,1,1,0,3,0,2,3,3,2,1,1,1,1,1,6,7,7,5,,3,0,0,0,7,,,3,,0.185185185,1,1,3,2,1,1,1,0.666666667,3.666666667,0,,6.25
272,0,,2,9,0,1,1,0,1,2,0,3,3,2,2,1,1,1,1,1,8,8,9,7,,1,0,0,0,8,,1,,,0.111111111,1,0.666666667,2.333333333,1.333333333,1,0.666666667,0.666666667,0.666666667,3,2500,,8
273,0,,2,9,0,1,0,0,1,3,0,8,2,2,2,1,1,1,1,1,9,9,9,9,,,0,0,0,5,,,4,,0.185185185,1,0.666666667,2.666666667,3,1,0.333333333,0.333333333,0.333333333,2,2000,,9
274,1,3,,9,0,1,1,1,1,3,0,2,3,2,3,1,1,1,1,1,7,8,8,7,5,3,1,30000,0,9,,,,,0.740740741,1,0.666666667,3,2.666666667,1,1,1,1,4,50000,0,7.5
275,0,,,10,0,0,1,1,1,3,1,2,2,2,2,1,1,1,1,1,7,9,10,6,,1,1,0,0,7,,1,2,,0.111111111,1,0.666666667,2.333333333,3,1,1,1,0.333333333,3.333333333,0,0,8
276,1,2,1,9,0,0,0,0,1,3,1,3,3,3,2,1,1,1,1,1,8,8,8,6,,2,1,0,0,5,,4,,,0.074074074,0.666666667,0.333333333,2.666666667,2.5,1,1,1,0.285714286,3.285714286,1000,0,7.5
277,1,3,1,9,0,0,1,1,1,3,1,3,3,3,3,1,1,1,1,1,7,7,8,7,,1,1,5000,0,6,,3,,,0.222222222,1,0.333333333,2.666666667,2.666666667,1,0.666666667,1,0.666666667,3.333333333,1000,0,7.25
278,0,,,9,0,0,1,1,1,1,1,3,3,2,2,1,1,1,1,1,10,10,10,10,,3,1,0,0,6,,3,,,0.074074074,1,0.333333333,2.666666667,1.666666667,0.333333333,0.333333333,0,0,0.666666667,0,0,10
279,1,3,,11,0,0,0,1,1,2,0,3,2,2,3,1,1,1,1,1,10,10,8,10,5,2,1,0,0,8,,3,,,0.037037037,0.333333333,0.333333333,2,3,0.333333333,0.333333333,0,0,0.666666667,5000000,0,9.5
280,1,2,,11,0,0,0,1,0,2,0,3,2,3,2,2,1,1,1,0,10,10,10,1,,1,1,0,0,7,,4,,,0,0.333333333,0.666666667,2,1,0.333333333,0.333333333,0,0,0.666666667,0,0,7.75
281,0,,,10,0,0,1,0,0,1,1,2,2,2,2,1,1,1,1,0,7,7,7,6,6,3,0,1000,0,8,,2,,,0.333333333,1,0.666666667,2.666666667,2.666666667,0.333333333,0.666666667,0.666666667,0.666666667,2.333333333,6000000,0,6.75
282,0,,,10,0,0,1,1,0,2,0,3,3,3,3,1,1,1,1,1,8,8,8,6,1,2,0,0,0,7,,1,2,,0,0.666666667,0.333333333,2.666666667,1,0.666666667,0.666666667,0.666666667,0.666666667,2.666666667,15000,0,7.5
283,1,2,,13,0,0,1,1,0,3,0,2,3,2,3,1,1,1,1,1,7,8,9,8,,2,0,0,0,9,,,4,,0.185185185,0.666666667,1,2.666666667,3.5,1,1,1,1,4,0,0,8
284,0,,,9,0,0,1,1,1,3,1,3,2,2,1,2,2,3,3,1,10,10,10,9,,3,0,0,0,6,,2,1,,0.222222222,1,1,2.666666667,2,1,1,1,1,4,0,0,9.75
285,1,3,6,12,0,0,1,1,1,2,1,3,3,2,2,1,1,1,1,1,7,7,7,5,,5,1,0,0,9,,,3,,0.074074074,1,0.666666667,2.666666667,1.5,0.666666667,0,0.666666667,0.333333333,1.666666667,60000,0,6.5
286,1,2,,9,0,0,1,1,0,3,1,2,3,2,3,1,1,1,1,1,8,7,8,6,,2,0,20000,0,5,,4,,,0,0.333333333,0,2.666666667,1,0.666666667,0.333333333,0,0.333333333,1.333333333,0,,7.25
287,0,,,11,0,1,1,1,1,2,1,3,3,,2,1,1,1,1,1,7,8,8,7,6,2,0,8000,0,7,,3,1,,0.037037037,1,0,3,1.333333333,0,0,0,0,0,6000000,,7.5
288,0,,,9,0,0,1,1,1,2,1,2,2,2,3,1,1,1,1,1,9,8,10,5,7,2,0,0,0,9,,,,,0.148148148,0.666666667,0.666666667,3,2.5,0.333333333,0.333333333,0.333333333,0.333333333,1.333333333,750000,0,8
289,0,,,10,0,0,1,1,1,3,1,2,3,2,2,2,1,1,1,1,7,8,8,7,1,3,1,0,0,8,,2,,,0.148148148,1,1,3.333333333,2,1,1,1,1,4,1200000,0,7.5
290,0,,,9,0,0,0,1,0,2,1,3,3,3,3,2,2,1,1,0,10,10,10,1,,3,1,0,0,7,,2,,,0.037037037,0.333333333,0.333333333,2.666666667,1,0.333333333,0.666666667,0.333333333,0.666666667,2,0,0,7.75
291,1,2,,10,1,1,1,0,1,3,1,2,2,2,2,1,1,1,1,1,9,9,9,9,4,3,0,0,0,7,,,3,,0.148148148,1,0,2.333333333,2.333333333,0,0,0,0,0,450000,,9
292,0,,,10,0,1,0,0,0,2,1,2,3,3,2,1,1,1,1,1,8,8,8,7,,1,0,0,0,7,,,3,,0.148148148,1,0,2.333333333,2.333333333,0,0,0,0,0,0,,7.75
293,0,,,12,0,0,1,1,0,3,0,3,3,2,2,1,1,1,1,1,8,7,7,7,,1,1,0,0,8,,,4,,0.037037037,0.333333333,1,2,1,1,1,0.666666667,0.666666667,3.333333333,0,0,7.25
294,1,3,,8,0,0,1,0,1,3,1,3,3,2,2,1,1,1,1,1,8,10,10,10,,,0,0,0,7,,1,,,0.111111111,1,0.333333333,3,3.666666667,0.666666667,0.666666667,0.666666667,0.666666667,2.666666667,0,0,9.5
295,0,,6,9,1,1,1,1,1,3,1,4,3,3,3,1,1,1,1,1,10,10,10,10,4,1,1,0,0,9,,,,,0.222222222,1,0.666666667,2.666666667,2,1,1,1,1,4,46000,0,10
296,0,,,10,0,0,0,1,0,2,0,2,3,3,3,1,1,1,1,1,9,9,8,7,,1,1,500,0,8,,,2,,0.148148148,1,0.666666667,3,2,0.571428571,1,1,1,3.571428571,0,0,8.25
297,1,3,5,10,0,1,1,1,0,3,0,2,2,3,2,1,1,2,1,1,6,7,7,7,5,1,1,20000,0,9,,,1,,0,0.666666667,0.666666667,3,2.5,1,1,1,1,4,5500,0,6.75
298,1,3,,10,0,0,1,1,0,3,0,3,3,3,2,1,1,1,1,0,10,10,10,1,,1,0,0,0,5,,1,4,,0.074074074,1,1,3,1.666666667,0.666666667,0.666666667,1,0.333333333,2.666666667,0,0,7.75
299,1,2,,9,0,0,1,1,0,2,0,2,2,3,2,1,1,1,1,1,10,10,10,9,,2,1,0,0,7,,2,,,0.259259259,1,1,2.666666667,2,1,1,1,1,4,0,0,9.75
300,1,3,2,8,0,0,1,1,1,3,0,,2,2,2,1,1,1,1,0,8,8,8,7,,2,1,0,0,4,,,4,,0.185185185,1,0,2.5,1.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1.333333333,25000,0,7.75
301,0,,,10,0,1,1,0,1,3,1,1,3,2,2,1,1,1,1,1,7,7,8,7,,2,1,0,0,8,,,2,,0.037037037,1,0.333333333,2.5,1,0.333333333,0,0,0,0.333333333,0,0,7.25
302,0,,,10,0,0,0,1,1,3,0,3,2,3,2,1,1,1,1,1,9,10,10,10,,2,1,0,0,8,,,2,,0.074074074,1,0.333333333,3,1.333333333,0,0.666666667,0.666666667,0.333333333,1.666666667,0,0,9.75
303,0,,,13,0,0,0,1,1,2,0,2,2,3,3,1,2,1,1,1,10,10,10,1,2,1,0,0,0,7,,2,4,,0.074074074,0.666666667,0,2.5,2,0,0,0,0,0,20000,0,7.75
304,0,,,10,0,0,0,1,0,2,0,2,3,2,2,2,1,1,1,1,9,8,10,8,,1,1,0,0,8,,2,,,0,0.666666667,0.333333333,2.666666667,1,0,0,0,0,0,0,0,8.75
305,0,,,12,1,0,1,1,0,4,1,3,2,2,3,1,1,1,1,1,7,9,9,7,,1,1,0,0,9,,1,2,,0.037037037,1,0.333333333,3,1,0.666666667,0.333333333,1,0.666666667,2.666666667,0,0,8
306,1,3,,9,0,0,1,1,1,3,0,8,2,3,2,1,1,1,1,1,8,8,8,7,,2,1,0,0,6,,1,2,,0.055555556,1,1,3,1.5,0.333333333,0.333333333,0,0,0.666666667,0,0,7.75
307,0,,,9,0,0,1,1,1,3,0,2,3,3,3,1,1,1,1,1,8,8,8,8,,3,1,10000,0,7,,,2,,0,0.333333333,1,3,3,1,0.6,1,0.6,3.2,0,0,8
308,1,3,,7,0,0,1,0,1,3,0,3,4,2,3,1,1,1,1,0,7,8,9,8,,2,0,0,0,5,,2,,,0.185185185,0.666666667,0.666666667,2.666666667,1.5,0,0.333333333,0.666666667,0.333333333,1.333333333,0,,8
309,0,,,11,0,0,1,0,1,3,1,2,3,3,3,1,1,1,1,1,8,9,8,8,,10,0,1150000,0,9,,,2,,0.185185185,1,1,2.666666667,2,0.285714286,0.571428571,1,0,1.857142857,0,0,8.25
310,1,3,,10,1,0,0,1,1,3,0,2,3,3,3,1,1,1,1,1,5,6,4,5,1,3,1,5000,0,8,,1,1,,0.111111111,0.666666667,0.333333333,2.5,2,1,0.666666667,1,1,3.666666667,15000,0,5
311,0,,,10,0,1,1,1,1,2,1,2,2,3,2,1,1,1,1,1,8,8,8,8,5,2,1,48000,0,7,,,3,,0.185185185,1,0.666666667,2.333333333,2.666666667,0.333333333,0.333333333,0.666666667,0.333333333,1.666666667,5858000,0,8
312,0,,,10,0,0,1,1,1,3,1,2,3,3,2,1,1,1,1,1,8,10,10,1,,1,1,3000,0,7,,,3,,0.111111111,0.666666667,1,2.333333333,1.5,0.571428571,1,0.714285714,0.285714286,2.571428571,0,0,7.25
313,0,,,10,0,1,1,0,1,3,1,4,3,3,2,1,1,1,1,1,9,7,9,5,,2,1,0,0,9,,,1,,0.333333333,1,1,2.666666667,2.666666667,0.333333333,1,1,0.666666667,3,9999999998,0,7.5
314,0,,3,12,1,0,0,0,0,3,0,2,2,2,2,1,1,1,1,1,8,8,8,8,,,1,0,0,9,,3,,,0.037037037,0.666666667,1,3,3,0.666666667,1,0.666666667,0.333333333,2.666666667,3000,0,8
315,0,,,9,0,0,1,0,1,4,1,3,3,3,2,1,1,1,1,1,7,7,9,6,,1,0,15000,0,8,,,1,,0.037037037,0.333333333,0,2.5,2,0.285714286,0.285714286,0,0,0.571428571,0,,7.25
316,0,,,10,0,0,1,0,0,4,1,3,3,1,2,1,1,1,1,0,6,7,7,6,,1,1,0,0,8,,2,,,0.037037037,0.333333333,0,2.666666667,2,0.428571429,0,0,0,0.428571429,0,0,6.5
317,1,3,,11,0,0,1,1,0,3,1,3,3,2,3,1,1,1,1,1,9,9,9,9,,2,0,0,0,8,,1,2,,0.074074074,1,0.666666667,3,2,1,1,1,1,4,0,0,9
318,0,,,10,0,0,1,1,1,3,0,2,2,3,3,1,1,1,1,1,8,8,8,7,,2,1,0,0,7,1,1,1,2,0.037037037,1,0,2.666666667,1.666666667,1,1,1,1,4,0,0,7.75
319,0,,,9,0,1,0,1,1,2,0,,2,2,2,1,1,1,1,1,9,9,9,9,,1,1,0,0,8,,1,,,0,0.333333333,0,2.666666667,1,0.571428571,0.571428571,0.571428571,0.285714286,2,0,0,9
320,0,,,11,1,0,1,1,0,3,1,2,3,3,2,1,1,1,1,1,10,10,10,1,5,1,1,15000,0,8,,,3,,0.074074074,0.666666667,0.333333333,2.666666667,3,0.333333333,0.333333333,0.333333333,0.333333333,1.333333333,50000,0,7.75
321,1,2,,8,0,0,1,1,1,3,1,2,3,2,3,1,1,1,1,1,8,9,10,7,3,3,1,25000,0,6,,,2,,0.185185185,0.666666667,0.333333333,2.5,2,1,1,1,1,4,300000,0,8.5
322,0,,,9,0,0,1,1,0,3,1,3,3,3,3,1,1,1,1,1,9,9,10,8,,1,1,0,0,9,,,,,0.296296296,0.666666667,1,2.333333333,3,0.285714286,0.714285714,0.714285714,0.285714286,2,0,0,9
323,1,2,,11,0,0,1,1,1,2,1,3,3,2,2,1,1,1,1,1,8,8,8,8,1,2,1,0,0,9,,,2,,0.111111111,0.666666667,0.333333333,2.333333333,3.5,1,1,1,1,4,1087000,0,8
324,0,,,12,0,0,0,1,0,2,1,4,8,3,3,1,1,1,1,1,9,8,9,9,,1,1,25000,0,9,,2,1,,0.111111111,1,0.333333333,2.666666667,2,1,1,0.666666667,0.333333333,3,9999999998,0,8.75
325,1,1,,10,0,1,1,1,1,3,1,3,3,3,2,2,2,2,2,1,9,9,8,8,,3,0,9999998,0,8,,,2,,0.111111111,0.666666667,0,2.666666667,2,0.428571429,0.428571429,0.714285714,0.428571429,2,0,0,8.5
326,1,3,,10,0,1,1,1,1,3,1,3,3,3,2,2,1,1,1,1,8,8,8,8,2,2,1,0,0,8,,,2,,0.074074074,1,1,3,3,0.666666667,0.666666667,0.666666667,1,3,20000,0,8
327,0,,,11,1,0,0,1,0,2,0,2,2,2,2,1,1,1,1,1,8,7,8,7,2,2,1,200,0,9,1,,1,,0.111111111,0.666666667,1,2,1.5,0.666666667,0.666666667,0.666666667,0.666666667,2.666666667,2197300,0,7.5
328,0,,,11,0,1,0,1,1,3,0,3,3,2,3,1,1,1,1,1,7,8,8,6,,4,1,50000,0,9,,,2,,0.259259259,1,0.666666667,2.666666667,1.333333333,0.333333333,1,1,1,3.333333333,0,0,7.25
329,1,3,1,11,1,0,1,1,0,2,0,3,2,2,2,1,1,1,1,0,7,8,9,6,,1,0,0,0,7,,4,,,0.222222222,1,0.333333333,2.666666667,1.666666667,0,0.333333333,0.666666667,0,1,10000,0,7.5
330,1,2,,11,0,1,1,1,1,3,1,3,2,3,3,1,1,1,1,1,8,8,8,6,1,2,1,0,0,9,,,2,,0,0.666666667,1,2.333333333,2,0.333333333,0.666666667,0.666666667,1,2.666666667,13000,0,7.5
